Wall time,Step,Value
1534745730.638747,86628,0.0954955518245697
1534745731.583205,86658,0.09547071158885956
1534745735.462367,86782,0.0953686460852623
1534745735.715362,86790,0.09536201506853104
1534745737.804474,86856,0.09530755132436752
1534745743.12998,87022,0.09517121315002441
1534745745.997037,87113,0.09509661048650742
1534745748.043503,87178,0.09504314512014389
1534745748.988403,87208,0.09501849859952927
1534745751.089564,87274,0.09496451169252396
1534745761.950402,87621,0.0946829617023468
1534745762.85589,87650,0.09465957432985306
1534745770.70677,87899,0.0944596454501152
1534745771.550783,87925,0.09443888068199158
1534745771.615434,87927,0.09443725645542145
1534745772.487065,87955,0.09441488236188889
1534745782.834626,88278,0.09415661543607712
1534745789.58574,88493,0.09398553520441055
1534745799.785021,88816,0.09373205155134201
