Wall time,Step,Value
1534743375.060137,12092,0.33450594544410706
1534743375.343009,12101,0.3343561589717865
1534743381.048835,12282,0.33141055703163147
1534743381.091429,12283,0.33139437437057495
1534743381.783069,12305,0.3310425281524658
1534743385.07976,12410,0.32937416434288025
1534743387.868009,12499,0.3279751241207123
1534743388.292233,12512,0.32777270674705505
1534743390.96913,12597,0.32646697759628296
1534743391.431313,12611,0.32625338435173035
1534743394.065587,12695,0.3249857425689697
1534743396.7346,12780,0.3237268924713135
1534743398.641722,12840,0.3228500485420227
1534743400.597544,12903,0.32193130254745483
1534743400.877367,12912,0.32180067896842957
1534743403.556402,12997,0.32057616114616394
1534743407.148315,13108,0.31899988651275635
1534743409.340275,13178,0.31801730394363403
1534743413.370609,13306,0.3162611126899719
1534743413.434524,13308,0.3162339925765991
1534743413.752029,13318,0.31609851121902466
1534743424.479928,13659,0.31160420179367065
1534743426.843533,13734,0.3106463551521301
1534743427.567929,13757,0.3103541433811188
1534743432.453209,13912,0.3084225058555603
1534743440.227394,14151,0.30553606152534485
1534743443.66579,14260,0.3042554557323456
1534743445.959949,14332,0.3034241795539856
1534743450.895401,14488,0.3016476631164551
1534743451.110678,14495,0.3015684485435486
1534743451.419821,14505,0.3014555275440216
1534743452.726057,14546,0.3009929955005646
1534743455.512494,14635,0.29999369382858276
1534743456.761105,14675,0.2995477616786957
1534743458.189468,14720,0.29904869198799133
1534743459.743689,14770,0.2984943389892578
1534743460.142868,14782,0.298362135887146
1534743461.641842,14829,0.2978472411632538
1534743464.781819,14929,0.29675760865211487
1534743464.915553,14933,0.2967142164707184
1534743468.005077,15029,0.29567721486091614
1534743470.371897,15104,0.29487040638923645
1534743470.783771,15117,0.294729083776474
1534743472.189683,15162,0.29424339532852173
1534743472.435053,15169,0.2941683232784271
1534743472.842582,15182,0.29402950406074524
1534743474.978169,15250,0.29330718517303467
1534743476.650252,15304,0.2927357852458954
1534743476.742655,15307,0.29270413517951965
1534743482.682115,15495,0.29073575139045715
1534743482.900787,15502,0.29066333174705505
1534743483.943518,15535,0.2903229296207428
1534743487.112866,15636,0.2892914116382599
1534743487.897325,15661,0.2890373170375824
1534743493.212667,15830,0.28733766078948975
1534743494.810466,15881,0.28683367371559143
1534743501.675665,16097,0.28471922874450684
1534743504.950532,16201,0.28371939063072205
1534743505.454996,16217,0.2835674583911896
1534743509.610984,16349,0.282323956489563
1534743515.899456,16547,0.2804803252220154
1534743518.792104,16638,0.279647558927536
1534743523.78802,16796,0.27821823954582214
1534743525.811302,16860,0.2776470482349396
1534743544.138468,17438,0.272670179605484
1534743544.924551,17463,0.27246078848838806
1534743547.859524,17557,0.2716691792011261
1534743548.046399,17563,0.2716188132762909
1534743548.29635,17571,0.2715519070625305
1534743550.7592,17650,0.2708911597728729
1534743552.024926,17690,0.2705565392971039
1534743554.804097,17778,0.269821435213089
1534743562.311132,18015,0.26787957549095154
1534743564.178448,18074,0.26740550994873047
1534743569.129105,18231,0.2661568820476532
1534743571.84388,18317,0.26548030972480774
1534743579.440864,18558,0.26358065009117126
1534743580.583681,18595,0.2632888853549957
1534743602.726985,19293,0.2578980326652527
1534743605.420903,19378,0.257255882024765
1534743607.857854,19455,0.25667884945869446
1534743609.49136,19507,0.2562912702560425
1534743609.554435,19509,0.25627636909484863
1534743616.609492,19733,0.2546314597129822
1534743618.058901,19779,0.2543000280857086
1534743619.571932,19827,0.25395479798316956
1534743621.237567,19880,0.25357386469841003
1534743621.491792,19888,0.2535167634487152
1534743621.839152,19899,0.2534385025501251
1534743625.939385,20027,0.2525300979614258
1534743634.49174,20299,0.2506183981895447
1534743635.368214,20326,0.2504309415817261
1534743643.707529,20592,0.24860966205596924
1534743646.224143,20672,0.24807468056678772
1534743649.745915,20785,0.24732834100723267
1534743656.854267,21008,0.24588340520858765
1534743657.954772,21043,0.24565955996513367
1534743660.442367,21123,0.24515075981616974
1534743660.471755,21124,0.24514442682266235
1534743661.613786,21160,0.24491609632968903
1534743665.785963,21292,0.24408145248889923
1534743671.197824,21465,0.2429984211921692
1534743677.286575,21658,0.24179759621620178
1534743689.845431,22054,0.23940107226371765
1534743690.604482,22078,0.23925890028476715
1534743700.834556,22402,0.23734332621097565
1534743701.26231,22416,0.23726162314414978
1534743701.574073,22426,0.23720352351665497
1534743705.293441,22544,0.23651744425296783
1534743705.572365,22553,0.23646515607833862
1534743705.949028,22565,0.2363954484462738
1534743710.212949,22700,0.23560647666454315
1534743711.327331,22736,0.2353956550359726
1534743712.462239,22772,0.23518432676792145
1534743717.917132,22945,0.23417675495147705
1534743721.788288,23065,0.23348377645015717
1534743727.377353,23242,0.23247146606445312
1534743737.414362,23556,0.23069638013839722
1534743741.065222,23672,0.23005037009716034
1534743750.432353,23970,0.22842086851596832
1534743753.249584,24055,0.22795900702476501
1534743753.842954,24074,0.2278563380241394
1534743757.399493,24186,0.22725532948970795
1534743757.642193,24194,0.22721263766288757
1534743759.884343,24265,0.22683395445346832
1534743762.785841,24357,0.22634616494178772
1534743768.347259,24535,0.22540973126888275
1534743769.541792,24573,0.22521217167377472
1534743769.958898,24586,0.22514501214027405
1534743774.381811,24726,0.22442388534545898
1534743777.8867,24836,0.22386066615581512
1534743780.699515,24925,0.22340282797813416
1534743781.96868,24965,0.22319930791854858
1534743785.488478,25074,0.22264911234378815
1534743799.567657,25521,0.2204250544309616
1534743802.779458,25623,0.2199297696352005
1534743806.226759,25733,0.2193995863199234
1534743809.887381,25849,0.21884137392044067
1534743813.42322,25962,0.21829979121685028
1534743816.635783,26062,0.21782445907592773
1534743820.709934,26191,0.217209592461586
1534743825.69651,26351,0.21644538640975952
1534743829.022618,26456,0.2159508764743805
1534743829.211719,26462,0.21592284739017487
1534743843.628769,26921,0.2137669324874878
1534743847.413588,27038,0.213225319981575
1534743848.126395,27061,0.2131199687719345
1534743851.380006,27164,0.21265095472335815
1534743866.39171,27640,0.21050220727920532
1534743868.961804,27721,0.21014238893985748
1534743873.337118,27860,0.20953291654586792
1534743885.033759,28228,0.20795635879039764
1534743888.623649,28343,0.20746679604053497
1534743895.901698,28574,0.20648276805877686
1534743903.726287,28822,0.205430805683136
1534743908.115189,28961,0.2048419564962387
1534743916.85179,29235,0.20370420813560486
1534743921.777137,29391,0.2030666321516037
1534743924.308591,29472,0.20273801684379578
1534743926.581362,29544,0.20244663953781128
1534743936.042846,29845,0.2012336403131485
1534743939.461424,29954,0.2007947564125061
